Order_ID,Order_Date,Region,Category,Sub-Category,Sales,Profit,Quantity,Customer_ID,Product_Name
ORD-51FB3C5E,2024-06-01,Central,Office Supplies,Binders,4530.82,239.53,10,CUST-9658,Binders - Model 849
ORD-63E1368D,2022-07-23,East,Furniture,Bookcases,1110.42,221.68,9,CUST-2934,Bookcases - Model 710
ORD-4E62C036,2024-08-08,West,Technology,Accessories,544.57,268.77,4,CUST-5293,Accessories - Model 571
ORD-62C18854,2023-01-25,Central,Technology,Copiers,1665.96,-141.77,4,CUST-1293,Copiers - Model 155
ORD-80E161C6,2022-10-18,West,Furniture,Tables,935.53,-88.04,6,CUST-4414,Tables - Model 217
ORD-FA9BEE37,2024-09-24,West,Office Supplies,Pens,2812.86,-511.19,10,CUST-8919,Pens - Model 226
ORD-253BE318,2023-01-28,South,Technology,Accessories,966.34,230.98,3,CUST-5935,Accessories - Model 620
ORD-F0B145B6,2022-01-30,South,Office Supplies,Pens,4852.45,1864.23,10,CUST-6843,Pens - Model 115
ORD-942D9193,2024-06-14,West,Furniture,Tables,2160.12,784.23,6,CUST-3292,Tables - Model 271
ORD-13F7E4D2,2022-10-04,East,Furniture,Bookcases,1971.96,-309.41,5,CUST-6254,Bookcases - Model 170
ORD-44C01977,2023-04-30,East,Furniture,Tables,2894.95,449.54,10,CUST-3357,Tables - Model 784
ORD-93CE6285,2022-02-09,South,Furniture,Bookcases,3108.93,741.76,9,CUST-7790,Bookcases - Model 971
ORD-BDF5CB29,2023-11-15,West,Office Supplies,Pens,1847.09,693.59,5,CUST-4129,Pens - Model 462
ORD-BF1E973E,2024-11-22,West,Office Supplies,Paper,1103.9,484.08,9,CUST-3541,Paper - Model 831
ORD-679837A6,2022-08-18,West,Furniture,Bookcases,214.36,38.02,3,CUST-1973,Bookcases - Model 544
ORD-7631EA0D,2023-03-16,West,Technology,Phones,1076.46,56.12,4,CUST-3564,Phones - Model 414
ORD-98A7972B,2024-10-08,South,Office Supplies,Pens,2379.57,-444.17,6,CUST-9502,Pens - Model 852
ORD-995897F3,2023-09-23,South,Technology,Accessories,1200.67,424.27,4,CUST-2624,Accessories - Model 429
ORD-B02D2F9D,2022-12-06,Central,Technology,Phones,1696.38,351.03,6,CUST-6621,Phones - Model 465
ORD-455A858D,2024-12-11,East,Technology,Copiers,537.35,-20.77,2,CUST-9217,Copiers - Model 662
ORD-6EBF34AA,2022-01-03,East,Technology,Copiers,2088.22,971.51,8,CUST-7111,Copiers - Model 590
ORD-67BBBDB3,2023-03-24,South,Technology,Phones,463.41,116.12,4,CUST-5512,Phones - Model 793
ORD-05B3CBF0,2024-10-02,West,Technology,Copiers,4710.28,1632.14,10,CUST-1649,Copiers - Model 146
ORD-984DBA71,2024-09-19,Central,Furniture,Tables,726.57,258.49,4,CUST-1945,Tables - Model 196
ORD-CEA8D606,2024-04-24,East,Technology,Copiers,323.54,-38.87,1,CUST-1378,Copiers - Model 400
ORD-25530FDB,2022-09-14,East,Office Supplies,Paper,447.06,6.61,2,CUST-3541,Paper - Model 990
ORD-F032AABC,2023-04-09,South,Technology,Phones,1621.73,543.33,4,CUST-1606,Phones - Model 541
ORD-21F009C9,2022-03-07,East,Furniture,Chairs,409.75,-21.57,1,CUST-6329,Chairs - Model 767
ORD-B2B705CC,2022-07-08,Central,Office Supplies,Paper,627.7,204.96,4,CUST-9346,Paper - Model 355
ORD-EC556F60,2024-10-10,Central,Technology,Accessories,271.35,72.82,6,CUST-6404,Accessories - Model 235
ORD-9C1BCF77,2024-04-07,East,Technology,Accessories,1879.49,-184.86,5,CUST-5181,Accessories - Model 744
ORD-C0F84652,2022-03-07,South,Furniture,Chairs,689.39,98.94,4,CUST-2435,Chairs - Model 192
ORD-62A054F9,2022-11-15,West,Furniture,Bookcases,2219.34,184.88,10,CUST-8901,Bookcases - Model 738
ORD-5F92E7F6,2023-06-17,East,Technology,Accessories,941.38,-49.32,2,CUST-4304,Accessories - Model 191
ORD-82BBD8C0,2023-04-07,East,Furniture,Tables,2117.34,60.49,5,CUST-9950,Tables - Model 119
ORD-A160E82B,2024-09-18,Central,Technology,Accessories,2181.68,-13.01,5,CUST-7424,Accessories - Model 905
ORD-86E5DF2D,2024-07-16,South,Furniture,Bookcases,934.34,-129.68,6,CUST-1606,Bookcases - Model 390
ORD-C7AAEF10,2022-10-29,East,Office Supplies,Pens,3375.67,-337.53,10,CUST-8541,Pens - Model 432
ORD-6669B1FC,2024-10-19,Central,Office Supplies,Paper,1868.82,60.19,7,CUST-8203,Paper - Model 460
ORD-3F083749,2022-01-25,Central,Office Supplies,Paper,2270.04,751.89,9,CUST-2181,Paper - Model 305
ORD-CB7F4FD1,2023-06-13,East,Office Supplies,Paper,3301.86,1331.52,10,CUST-3648,Paper - Model 414
ORD-C33C6392,2024-09-17,South,Office Supplies,Paper,550.48,103.92,5,CUST-3903,Paper - Model 565
ORD-AB19A897,2023-08-11,Central,Technology,Accessories,3035.2,-93.49,7,CUST-2434,Accessories - Model 651
ORD-6BCB0A6A,2022-05-12,East,Technology,Copiers,308.67,145.18,3,CUST-6526,Copiers - Model 215
ORD-DD076525,2023-06-22,South,Office Supplies,Paper,1745.16,124.51,4,CUST-1309,Paper - Model 157
ORD-6D0C06DB,2024-01-06,West,Technology,Copiers,3452.9,1263.84,7,CUST-7890,Copiers - Model 614
ORD-592FE0D3,2024-02-26,West,Technology,Phones,1506.56,543.31,6,CUST-5718,Phones - Model 603
ORD-5D1236AD,2023-11-22,South,Technology,Phones,3096.05,856.99,7,CUST-2063,Phones - Model 515
ORD-C016D425,2023-01-06,West,Office Supplies,Pens,2228.36,-352.94,9,CUST-5754,Pens - Model 513
ORD-AF2DB48F,2023-08-09,Central,Technology,Accessories,1016.63,-150.2,3,CUST-9944,Accessories - Model 245
ORD-CD1CFF26,2023-08-16,West,Office Supplies,Binders,270.37,-26.86,6,CUST-4495,Binders - Model 521
ORD-7D756EB3,2022-09-18,West,Furniture,Bookcases,971.92,480.74,4,CUST-6948,Bookcases - Model 528
ORD-DEBAFF64,2022-08-16,South,Technology,Copiers,393.25,-46.78,4,CUST-8145,Copiers - Model 911
ORD-D1106550,2023-06-28,South,Technology,Phones,284.43,74.38,6,CUST-8317,Phones - Model 135
ORD-F061D604,2022-03-28,West,Office Supplies,Binders,251.43,73.41,3,CUST-4710,Binders - Model 761
ORD-8BE568E8,2023-04-12,East,Technology,Accessories,2223.39,225.27,6,CUST-1480,Accessories - Model 887
ORD-BDEEFB89,2024-10-30,East,Office Supplies,Pens,1149.19,324.87,6,CUST-7512,Pens - Model 311
ORD-0B01226A,2024-11-16,East,Office Supplies,Paper,311.95,16.4,2,CUST-3984,Paper - Model 165
ORD-9086E13F,2022-08-05,West,Furniture,Chairs,963.67,-77.19,2,CUST-2064,Chairs - Model 999
ORD-0FDFDE63,2024-08-27,Central,Office Supplies,Paper,2277.45,-358.58,9,CUST-4494,Paper - Model 796
ORD-66D69538,2024-09-28,East,Technology,Copiers,3718.97,-636.9,10,CUST-3399,Copiers - Model 273
ORD-D41FCE88,2023-06-29,South,Technology,Accessories,875.38,78.93,5,CUST-6879,Accessories - Model 451
ORD-BB408313,2023-08-23,South,Furniture,Bookcases,385.26,-51.02,6,CUST-5671,Bookcases - Model 341
ORD-ED356483,2022-04-18,West,Technology,Accessories,1699.67,361.23,8,CUST-3698,Accessories - Model 587
ORD-3017D128,2023-06-26,West,Technology,Accessories,1620.49,-81.83,6,CUST-4760,Accessories - Model 380
ORD-BC9996D8,2024-03-23,Central,Technology,Copiers,523.78,125.57,9,CUST-6409,Copiers - Model 830
ORD-69B88B0D,2022-09-30,South,Furniture,Bookcases,351.85,159.41,2,CUST-1976,Bookcases - Model 403
ORD-9FF0E40D,2024-04-03,West,Technology,Accessories,1805.12,-49.71,10,CUST-4261,Accessories - Model 288
ORD-97FC6815,2022-06-22,South,Office Supplies,Paper,3976.08,982.22,10,CUST-5838,Paper - Model 309
ORD-146BFF2C,2024-07-09,East,Furniture,Tables,2361.52,-65.29,6,CUST-8893,Tables - Model 101
ORD-20D44C1C,2022-05-26,Central,Furniture,Tables,468.77,-10.84,1,CUST-3815,Tables - Model 781
ORD-434E350E,2023-11-01,West,Furniture,Bookcases,2484.16,690.71,7,CUST-9395,Bookcases - Model 491
ORD-CF28D385,2023-08-07,Central,Technology,Phones,2365.09,238.4,5,CUST-8211,Phones - Model 964
ORD-E68A790E,2023-10-04,South,Furniture,Tables,2051.52,486.44,7,CUST-6139,Tables - Model 911
ORD-7702C7F3,2024-02-07,East,Technology,Accessories,69.94,28.96,2,CUST-2463,Accessories - Model 682
ORD-8257E394,2022-10-12,East,Office Supplies,Binders,3243.37,1036.32,9,CUST-2693,Binders - Model 409
ORD-372B9DFC,2022-08-12,South,Office Supplies,Pens,866.22,201.47,4,CUST-4138,Pens - Model 555
ORD-77233B49,2022-11-18,West,Technology,Copiers,3213.46,-66.81,7,CUST-8797,Copiers - Model 851
ORD-7E966F96,2024-10-02,East,Office Supplies,Pens,1976.29,-183.75,7,CUST-5071,Pens - Model 939
ORD-6DAF0420,2023-04-22,South,Technology,Accessories,2519.79,226.27,10,CUST-4985,Accessories - Model 162
ORD-3978A938,2024-10-31,East,Technology,Phones,1136.99,321.43,4,CUST-5295,Phones - Model 815
ORD-C3C68DD1,2022-07-16,South,Furniture,Chairs,1398.99,376.64,6,CUST-3815,Chairs - Model 693
ORD-7307270A,2022-05-23,East,Furniture,Chairs,1179.1,55.92,9,CUST-8313,Chairs - Model 495
ORD-89484A4D,2023-05-12,South,Technology,Copiers,1839.49,325.83,6,CUST-4722,Copiers - Model 926
ORD-00CD34C3,2024-01-06,Central,Technology,Copiers,1321.08,-88.73,4,CUST-7655,Copiers - Model 311
ORD-FCC2C2C7,2023-05-26,South,Technology,Accessories,3867.75,-133.41,10,CUST-7517,Accessories - Model 434
ORD-A704FBE7,2022-10-01,West,Office Supplies,Binders,254.27,101.84,3,CUST-2800,Binders - Model 913
ORD-DF1A1253,2024-06-23,West,Furniture,Chairs,334.82,126.33,2,CUST-2026,Chairs - Model 154
ORD-6730F2F6,2024-06-21,Central,Office Supplies,Binders,365.06,141.52,5,CUST-3171,Binders - Model 919
ORD-8FC422E6,2022-08-16,Central,Office Supplies,Paper,1963.53,136.66,5,CUST-6035,Paper - Model 582
ORD-3AE96D02,2022-05-14,South,Furniture,Chairs,1495.42,186.31,4,CUST-4380,Chairs - Model 711
ORD-A6386B97,2023-03-15,Central,Furniture,Chairs,242.86,104.58,3,CUST-2950,Chairs - Model 461
ORD-6E7EA1CC,2022-07-28,West,Office Supplies,Pens,219.53,94.61,2,CUST-6062,Pens - Model 285
ORD-2449AF79,2023-01-15,South,Furniture,Tables,2704.52,512.61,7,CUST-2165,Tables - Model 546
ORD-A005F5C7,2024-06-21,East,Office Supplies,Binders,1457.42,722.98,8,CUST-2950,Binders - Model 113
ORD-C16A8172,2024-12-23,East,Office Supplies,Pens,130.91,62.32,4,CUST-7440,Pens - Model 684
ORD-53AB1D4C,2024-02-22,East,Technology,Phones,2844.34,1252.91,7,CUST-8035,Phones - Model 325
ORD-29D4E87E,2024-09-29,Central,Office Supplies,Pens,551.46,127.13,2,CUST-7080,Pens - Model 408
ORD-5E9AD229,2024-08-28,West,Technology,Accessories,1293.54,59.04,4,CUST-9709,Accessories - Model 121
ORD-AEBC056B,2024-03-19,West,Office Supplies,Pens,1340.53,200.46,3,CUST-3235,Pens - Model 400
ORD-6BFABD7B,2024-04-24,East,Technology,Accessories,3457.25,1101.99,10,CUST-2513,Accessories - Model 793
ORD-5016511B,2022-09-23,East,Office Supplies,Binders,1613.27,186.96,7,CUST-3238,Binders - Model 813
ORD-159A69A4,2023-06-02,East,Office Supplies,Pens,1297.66,210.37,7,CUST-3624,Pens - Model 103
ORD-567CEB2D,2022-07-03,South,Technology,Phones,276.56,-7.24,8,CUST-7702,Phones - Model 215
ORD-11F5932D,2024-01-09,Central,Technology,Copiers,269.0,41.09,6,CUST-1035,Copiers - Model 970
ORD-0FF61A50,2023-03-02,South,Furniture,Chairs,1554.74,589.49,8,CUST-7632,Chairs - Model 587
ORD-B3BB1F26,2024-04-19,South,Office Supplies,Pens,1703.12,795.66,7,CUST-3505,Pens - Model 674
ORD-8B42F0C8,2022-01-16,East,Furniture,Bookcases,2269.68,1088.42,10,CUST-7303,Bookcases - Model 131
ORD-1A3DF8C3,2022-05-24,East,Office Supplies,Paper,2495.5,351.77,7,CUST-8228,Paper - Model 859
ORD-9F3EAB65,2024-07-24,Central,Technology,Accessories,398.06,142.68,5,CUST-7289,Accessories - Model 329
ORD-312DBDB7,2024-09-26,Central,Technology,Copiers,2888.45,1117.12,9,CUST-8960,Copiers - Model 624
ORD-DF703136,2023-03-31,West,Technology,Copiers,974.78,421.72,8,CUST-7780,Copiers - Model 611
ORD-A897F5B7,2022-03-15,South,Office Supplies,Pens,2904.96,36.12,7,CUST-4004,Pens - Model 214
ORD-E09D1312,2023-10-05,West,Technology,Accessories,3204.16,-109.87,9,CUST-5912,Accessories - Model 992
ORD-BEC787FB,2024-05-14,Central,Technology,Phones,699.89,182.37,8,CUST-9135,Phones - Model 246
ORD-28CAF7C3,2022-11-28,West,Technology,Accessories,1456.45,-279.93,4,CUST-8126,Accessories - Model 407
ORD-683FC837,2022-03-30,East,Office Supplies,Pens,3392.73,740.87,7,CUST-3494,Pens - Model 903
ORD-81EFE544,2022-08-27,South,Furniture,Chairs,2248.33,1072.69,7,CUST-4162,Chairs - Model 890
ORD-18761B68,2024-03-11,Central,Furniture,Tables,290.73,18.38,1,CUST-3002,Tables - Model 869
ORD-846EE966,2022-01-13,South,Technology,Copiers,4640.64,-876.18,10,CUST-6071,Copiers - Model 919
ORD-216A405D,2022-12-22,Central,Office Supplies,Paper,1040.66,131.82,9,CUST-2720,Paper - Model 382
ORD-21398527,2024-07-21,West,Office Supplies,Binders,808.6,45.17,4,CUST-2980,Binders - Model 689
ORD-96520737,2022-02-24,West,Furniture,Tables,53.48,-9.01,1,CUST-5443,Tables - Model 101
ORD-E489AEAD,2024-08-30,East,Furniture,Bookcases,656.21,-122.14,2,CUST-7083,Bookcases - Model 784
ORD-D0FB3CAD,2024-01-10,South,Furniture,Chairs,1681.06,-90.73,6,CUST-5313,Chairs - Model 772
ORD-9F460E30,2024-04-24,South,Office Supplies,Binders,402.22,-68.14,2,CUST-6126,Binders - Model 115
ORD-CFEDE7FD,2024-08-29,West,Office Supplies,Binders,345.61,31.69,1,CUST-2218,Binders - Model 483
ORD-3FC55ECF,2024-01-14,East,Office Supplies,Binders,584.39,-54.19,7,CUST-4859,Binders - Model 520
ORD-6CBE4DB3,2023-04-06,South,Furniture,Chairs,1280.8,364.89,6,CUST-5354,Chairs - Model 394
ORD-516CDB5E,2024-08-11,West,Furniture,Chairs,786.13,-85.85,3,CUST-8722,Chairs - Model 909
ORD-7CA57552,2022-08-01,West,Technology,Copiers,694.89,120.63,2,CUST-1904,Copiers - Model 655
ORD-6CF2CAC5,2023-05-12,West,Technology,Phones,844.24,149.42,9,CUST-7991,Phones - Model 111
ORD-7B106164,2023-05-15,Central,Office Supplies,Binders,409.8,-27.87,1,CUST-9989,Binders - Model 304
ORD-08172F67,2024-02-25,Central,Furniture,Tables,2657.52,-315.39,7,CUST-9469,Tables - Model 944
ORD-B0C696E4,2022-12-31,Central,Furniture,Tables,434.67,81.84,5,CUST-1203,Tables - Model 754
ORD-8010514A,2023-11-21,South,Furniture,Chairs,496.17,166.75,5,CUST-7920,Chairs - Model 813
ORD-36AAB464,2022-03-11,East,Furniture,Chairs,2896.71,502.6,10,CUST-4861,Chairs - Model 192
ORD-6026EC24,2022-11-22,South,Furniture,Tables,136.73,6.62,3,CUST-8313,Tables - Model 544
ORD-0472C386,2024-06-30,Central,Office Supplies,Pens,525.66,-20.99,2,CUST-5968,Pens - Model 597
ORD-723F9475,2023-07-10,South,Office Supplies,Pens,2181.4,801.13,8,CUST-7551,Pens - Model 116
ORD-0BAB058E,2022-03-19,East,Technology,Copiers,4438.31,479.04,9,CUST-9075,Copiers - Model 652
ORD-AF4A1C8B,2023-12-16,West,Office Supplies,Binders,2062.19,452.9,10,CUST-6626,Binders - Model 882
ORD-788C12DF,2023-11-01,West,Technology,Accessories,1774.97,722.02,4,CUST-7639,Accessories - Model 795
ORD-C663DA2F,2024-04-01,South,Technology,Phones,609.53,280.77,2,CUST-7006,Phones - Model 173
ORD-1B1A5075,2023-09-05,South,Technology,Phones,642.71,22.07,4,CUST-1338,Phones - Model 219
ORD-DE0983F4,2023-07-27,West,Technology,Copiers,255.4,52.42,3,CUST-6020,Copiers - Model 392
ORD-80398C0A,2022-09-15,South,Furniture,Bookcases,2267.06,2.0,10,CUST-8459,Bookcases - Model 262
ORD-17895C92,2024-01-24,West,Technology,Phones,198.93,-39.41,3,CUST-9635,Phones - Model 180
ORD-23BBCE05,2024-03-30,South,Furniture,Chairs,290.59,31.96,2,CUST-2830,Chairs - Model 965
ORD-86581A29,2024-08-26,West,Technology,Accessories,644.86,-26.25,3,CUST-2975,Accessories - Model 800
ORD-F1A2F280,2023-07-31,West,Technology,Copiers,489.39,199.46,4,CUST-1208,Copiers - Model 860
ORD-C84A55C4,2023-05-15,South,Technology,Accessories,412.38,100.15,3,CUST-5210,Accessories - Model 119
ORD-3DAD5E2B,2023-02-04,Central,Furniture,Chairs,37.43,-5.57,1,CUST-8756,Chairs - Model 690
ORD-865B1AA5,2022-01-30,West,Furniture,Bookcases,3369.52,-370.74,7,CUST-6023,Bookcases - Model 837
ORD-8BB2CC39,2024-05-26,Central,Office Supplies,Paper,646.35,41.91,6,CUST-8091,Paper - Model 881
ORD-0F13F796,2024-04-19,West,Technology,Copiers,1894.27,727.16,4,CUST-1239,Copiers - Model 345
ORD-F2E20925,2024-02-12,Central,Furniture,Bookcases,270.52,-2.51,1,CUST-9767,Bookcases - Model 747
ORD-44238A59,2022-12-01,East,Office Supplies,Pens,382.78,123.69,1,CUST-9695,Pens - Model 402
ORD-6AF2ACE1,2024-12-20,South,Technology,Phones,3530.23,1411.91,10,CUST-3801,Phones - Model 511
ORD-58599070,2024-04-16,Central,Technology,Copiers,2940.96,1302.66,7,CUST-5562,Copiers - Model 859
ORD-CFA25466,2022-01-28,Central,Technology,Copiers,640.39,162.22,9,CUST-4983,Copiers - Model 886
ORD-485DE13D,2023-06-30,Central,Furniture,Tables,3229.12,-564.31,7,CUST-9400,Tables - Model 118
ORD-8A6995AF,2022-04-08,West,Furniture,Bookcases,2955.52,696.49,8,CUST-5738,Bookcases - Model 417
ORD-10EEB4DB,2022-01-07,Central,Office Supplies,Paper,1352.44,314.03,3,CUST-6936,Paper - Model 172
ORD-B18EADA8,2022-01-16,South,Office Supplies,Paper,350.43,136.79,5,CUST-4472,Paper - Model 188
ORD-DB7CF021,2022-02-07,West,Technology,Phones,3105.86,221.51,10,CUST-1784,Phones - Model 698
ORD-91E644D9,2022-05-13,East,Technology,Copiers,1267.71,245.15,6,CUST-1206,Copiers - Model 841
ORD-E0F5D2F8,2023-04-18,South,Office Supplies,Binders,1253.2,-193.68,3,CUST-7609,Binders - Model 475
ORD-CC79925A,2024-11-18,South,Furniture,Tables,367.46,30.15,2,CUST-5997,Tables - Model 655
ORD-4EFB3EA1,2022-09-17,East,Technology,Copiers,996.56,287.93,4,CUST-3727,Copiers - Model 554
ORD-C405246B,2023-10-17,South,Furniture,Tables,1370.16,472.27,3,CUST-4522,Tables - Model 873
ORD-1EA3BB2C,2024-10-11,East,Office Supplies,Pens,2054.45,1004.05,6,CUST-9102,Pens - Model 486
ORD-EF917FA4,2024-04-10,West,Furniture,Bookcases,1119.41,218.78,6,CUST-3395,Bookcases - Model 631
ORD-3834602C,2022-11-07,South,Furniture,Tables,436.99,-35.61,3,CUST-1890,Tables - Model 426
ORD-C43B8C2A,2023-08-16,West,Office Supplies,Pens,814.64,349.95,3,CUST-4970,Pens - Model 693
ORD-8F5D6D9E,2023-11-22,East,Furniture,Bookcases,2420.78,-233.68,7,CUST-5984,Bookcases - Model 509
ORD-9D7DE2A6,2023-11-11,West,Office Supplies,Binders,759.67,175.84,7,CUST-4971,Binders - Model 589
ORD-21A3E649,2023-10-17,West,Technology,Accessories,719.68,25.72,2,CUST-3594,Accessories - Model 139
ORD-8175E02C,2023-01-04,South,Technology,Phones,346.69,138.0,4,CUST-2394,Phones - Model 157
ORD-623BE1C5,2024-09-14,West,Technology,Copiers,1972.82,982.76,7,CUST-1347,Copiers - Model 847
ORD-321DD74A,2024-03-21,South,Technology,Accessories,521.63,-93.69,6,CUST-9724,Accessories - Model 403
ORD-DE34E13D,2024-09-04,East,Technology,Accessories,1064.97,10.36,7,CUST-3853,Accessories - Model 759
ORD-F41C8DF8,2024-02-12,East,Technology,Copiers,1247.39,-101.39,6,CUST-5252,Copiers - Model 484
ORD-06289A67,2024-04-30,South,Office Supplies,Pens,1118.18,351.88,8,CUST-2140,Pens - Model 474
ORD-CEA4C138,2024-06-01,East,Furniture,Bookcases,324.38,54.26,1,CUST-4894,Bookcases - Model 342
ORD-2895C545,2024-04-05,South,Technology,Accessories,2341.21,690.68,6,CUST-6489,Accessories - Model 744
ORD-45464A73,2023-02-15,South,Technology,Copiers,3287.9,1564.12,7,CUST-8549,Copiers - Model 337
ORD-F37A42CB,2022-12-17,West,Technology,Accessories,1570.83,128.0,7,CUST-6989,Accessories - Model 123
ORD-AB0E5CC2,2022-02-21,South,Office Supplies,Paper,471.88,174.76,6,CUST-5144,Paper - Model 575
ORD-EB43CCCE,2023-07-27,East,Furniture,Tables,125.63,39.72,1,CUST-3959,Tables - Model 605
ORD-A2943E9F,2023-10-17,Central,Office Supplies,Pens,4112.77,457.97,9,CUST-3435,Pens - Model 981
ORD-FF0B60C5,2024-06-29,West,Furniture,Tables,275.27,114.2,1,CUST-4145,Tables - Model 204
ORD-FC46A952,2023-04-13,West,Office Supplies,Pens,1756.4,151.04,10,CUST-6263,Pens - Model 383
ORD-39714F2A,2023-12-17,Central,Technology,Phones,458.61,191.05,2,CUST-3349,Phones - Model 668
ORD-5CA2D752,2024-08-08,South,Technology,Accessories,254.42,79.1,1,CUST-1379,Accessories - Model 294
ORD-7389DC69,2024-11-27,East,Furniture,Chairs,619.25,83.41,3,CUST-4537,Chairs - Model 540
ORD-19B0FCEA,2022-05-26,Central,Office Supplies,Binders,288.46,130.98,6,CUST-4692,Binders - Model 623
ORD-272FF1F1,2024-02-11,Central,Furniture,Chairs,847.22,408.56,8,CUST-5777,Chairs - Model 568
ORD-A3F129C9,2022-08-17,South,Office Supplies,Binders,2314.0,1068.88,5,CUST-6211,Binders - Model 431
ORD-45345446,2023-04-21,South,Office Supplies,Binders,1433.63,-20.86,3,CUST-2375,Binders - Model 986
ORD-CD38B256,2022-03-20,South,Office Supplies,Pens,1111.37,-1.64,3,CUST-8806,Pens - Model 952
ORD-EA27BF01,2023-06-22,South,Furniture,Bookcases,791.64,-48.87,5,CUST-9037,Bookcases - Model 228
ORD-3C33A56A,2022-03-02,South,Technology,Copiers,2378.35,148.43,6,CUST-9873,Copiers - Model 584
ORD-686F431F,2023-09-01,West,Furniture,Bookcases,499.02,-64.81,5,CUST-9895,Bookcases - Model 344
ORD-77F55BEB,2023-02-07,East,Technology,Phones,418.8,175.43,1,CUST-7186,Phones - Model 486
ORD-DC671C7C,2022-12-21,East,Technology,Accessories,2128.35,-244.94,5,CUST-1049,Accessories - Model 259
ORD-84E3C375,2022-10-25,South,Office Supplies,Binders,1576.8,205.39,5,CUST-1784,Binders - Model 233
ORD-36AF0BBE,2024-12-04,South,Office Supplies,Paper,361.5,79.76,2,CUST-5544,Paper - Model 540
ORD-769B40E7,2023-07-31,East,Office Supplies,Pens,896.19,429.63,6,CUST-3155,Pens - Model 668
ORD-1C14E551,2022-05-24,Central,Furniture,Chairs,597.36,78.22,4,CUST-9448,Chairs - Model 953
ORD-525D8945,2023-12-22,West,Office Supplies,Paper,468.27,78.11,1,CUST-2688,Paper - Model 969
ORD-9945EB49,2022-03-18,South,Furniture,Tables,412.41,45.72,2,CUST-7228,Tables - Model 970
ORD-C26C46C6,2022-05-17,South,Office Supplies,Paper,243.47,0.68,1,CUST-9870,Paper - Model 229
ORD-9A3B079E,2023-11-17,East,Furniture,Tables,1745.62,674.57,5,CUST-8244,Tables - Model 487
ORD-3535966A,2024-02-14,West,Technology,Copiers,2364.24,1114.19,5,CUST-2735,Copiers - Model 161
ORD-6E30E0D9,2023-03-30,Central,Technology,Copiers,122.92,8.56,5,CUST-7325,Copiers - Model 810
ORD-557B7A96,2024-01-30,Central,Furniture,Bookcases,2984.33,96.19,9,CUST-9409,Bookcases - Model 307
ORD-13F433AF,2022-11-22,Central,Office Supplies,Pens,467.71,38.18,2,CUST-7628,Pens - Model 879
ORD-1F6C8789,2022-05-10,Central,Office Supplies,Pens,715.78,-0.59,3,CUST-3574,Pens - Model 533
ORD-29A3CBA1,2023-07-09,East,Office Supplies,Binders,252.22,7.53,7,CUST-6784,Binders - Model 183
ORD-287F4B8A,2022-11-11,Central,Furniture,Tables,1460.15,-53.46,4,CUST-5492,Tables - Model 794
ORD-4EE996B2,2023-09-12,West,Technology,Phones,1887.46,-83.95,6,CUST-8673,Phones - Model 709
ORD-9DFC9BA3,2023-08-06,Central,Office Supplies,Binders,1183.71,53.06,9,CUST-6892,Binders - Model 565
ORD-7CA2D1BA,2022-01-06,South,Furniture,Bookcases,1814.2,727.15,6,CUST-7104,Bookcases - Model 845
ORD-6FB4EB05,2022-11-19,East,Technology,Phones,2877.7,88.79,10,CUST-9328,Phones - Model 893
ORD-CE7E5116,2022-08-24,South,Office Supplies,Pens,149.46,7.71,7,CUST-5323,Pens - Model 978
ORD-C4E32148,2023-11-22,West,Office Supplies,Paper,1216.41,-13.5,6,CUST-6002,Paper - Model 906
ORD-869C434C,2022-12-19,West,Furniture,Tables,522.39,13.62,3,CUST-9211,Tables - Model 846
ORD-B1C8D8A5,2022-03-03,South,Office Supplies,Paper,1880.12,338.45,10,CUST-5104,Paper - Model 327
ORD-69239C87,2022-08-29,East,Technology,Accessories,1171.04,316.79,3,CUST-8200,Accessories - Model 925
ORD-A5879BC5,2024-11-29,East,Furniture,Bookcases,538.95,148.71,7,CUST-4698,Bookcases - Model 308
ORD-8CD4F129,2023-11-19,West,Technology,Phones,1901.3,3.84,5,CUST-3491,Phones - Model 640
ORD-437124C5,2023-10-09,West,Furniture,Chairs,1562.99,441.04,4,CUST-5697,Chairs - Model 233
ORD-654CA9D3,2023-10-01,West,Office Supplies,Binders,1652.13,-330.33,9,CUST-9474,Binders - Model 771
ORD-150AA227,2022-11-13,West,Office Supplies,Pens,530.64,-28.24,6,CUST-9947,Pens - Model 846
ORD-EA564C5C,2024-05-01,South,Technology,Accessories,169.41,21.67,8,CUST-5178,Accessories - Model 717
ORD-4C576D98,2024-11-05,West,Technology,Phones,2737.82,1074.06,9,CUST-9462,Phones - Model 625
ORD-3FBF7D54,2022-08-17,East,Technology,Phones,752.52,371.33,3,CUST-6102,Phones - Model 945
ORD-13271070,2023-10-09,West,Office Supplies,Paper,3771.33,-586.31,10,CUST-1405,Paper - Model 181
ORD-5A418A90,2022-07-14,Central,Technology,Phones,256.35,86.23,1,CUST-6804,Phones - Model 173
ORD-E405A60A,2023-06-30,West,Furniture,Chairs,384.15,122.04,1,CUST-8426,Chairs - Model 669
ORD-10612930,2022-07-25,Central,Technology,Copiers,153.98,28.35,3,CUST-7741,Copiers - Model 501
ORD-F37039DD,2023-08-22,South,Furniture,Tables,930.89,-159.42,8,CUST-5262,Tables - Model 994
ORD-34D80DF6,2023-08-31,East,Office Supplies,Pens,985.81,266.22,3,CUST-8336,Pens - Model 478
